month,customer_id,plan_tier,acquisition_channel,sales_rep,mrr,status,cohort_month,prior_mrr,mrr_movement
2025-08,CUST-1124,Enterprise,Inbound,Taylor,30800,active,2024-01,30800,0
2025-08,CUST-1128,Mid-Market,Inbound,Morgan,10600,active,2024-01,10600,0
2025-08,CUST-1129,Enterprise,Partner,Jordan,42200,active,2024-01,42200,0
2025-08,CUST-1130,Mid-Market,Inbound,Jordan,5300,active,2024-01,5300,0
2025-08,CUST-1131,Enterprise,Outbound,Jamie,27900,expanded,2024-01,25900,2000
2025-08,CUST-1132,Mid-Market,Event,Taylor,12000,active,2024-01,12000,0
2025-08,CUST-1133,SMB,Inbound,Riley,3400,active,2024-01,3400,0
2025-08,CUST-1134,SMB,Outbound,Morgan,3400,active,2024-01,3400,0
2025-08,CUST-1135,Mid-Market,Inbound,Casey,6900,active,2024-01,6900,0
2025-08,CUST-1136,Strategic,Outbound,Riley,121100,active,2024-01,121100,0
2025-08,CUST-1137,SMB,Inbound,Jamie,3300,active,2024-01,3300,0
2025-08,CUST-1138,Enterprise,Inbound,Jordan,43400,active,2024-01,43400,0
2025-08,CUST-1139,Mid-Market,Event,Jordan,11100,active,2024-01,11100,0
2025-08,CUST-1140,Enterprise,Inbound,Avery,27200,active,2024-01,27200,0
2025-08,CUST-1141,Mid-Market,Inbound,Riley,8100,active,2024-01,8100,0
2025-08,CUST-1142,SMB,Partner,Avery,2300,active,2024-01,2300,0
2025-08,CUST-1143,SMB,Inbound,Jordan,2500,active,2024-01,2500,0
2025-08,CUST-1144,SMB,Partner,Jordan,2300,active,2024-01,2300,0
2025-08,CUST-1145,Mid-Market,Event,Jamie,12100,active,2024-01,12100,0
2025-08,CUST-1146,Enterprise,Partner,Morgan,34800,active,2024-01,34800,0
2025-08,CUST-1148,Mid-Market,Inbound,Casey,7800,active,2024-01,7800,0
2025-08,CUST-1149,SMB,Partner,Avery,2900,expanded,2024-01,2600,300
2025-08,CUST-1150,Mid-Market,Outbound,Jordan,10100,active,2024-01,10100,0
2025-08,CUST-1151,Mid-Market,Outbound,Taylor,7800,active,2024-01,7800,0
2025-08,CUST-1152,SMB,Inbound,Jordan,2100,active,2024-01,2100,0
2025-08,CUST-1154,SMB,Outbound,Jamie,3000,active,2024-01,3000,0
2025-08,CUST-1155,Mid-Market,Partner,Jordan,8800,active,2024-01,8800,0
2025-08,CUST-1156,SMB,Partner,Casey,3400,active,2024-01,3400,0
2025-08,CUST-1157,SMB,Event,Taylor,2400,active,2024-01,2400,0
2025-08,CUST-1158,Enterprise,Outbound,Jordan,56100,active,2024-01,56100,0
2025-08,CUST-1159,Mid-Market,Outbound,Taylor,9900,active,2024-01,9900,0
2025-08,CUST-1160,SMB,Inbound,Jordan,1800,active,2024-01,1800,0
2025-08,CUST-1162,Strategic,Outbound,Riley,96300,active,2024-01,96300,0
2025-08,CUST-1163,SMB,Outbound,Taylor,1900,active,2024-01,1900,0
2025-08,CUST-1164,SMB,Outbound,Avery,2000,active,2024-01,2000,0
2025-08,CUST-1166,Mid-Market,Inbound,Casey,10800,active,2024-01,10800,0
2025-08,CUST-1168,Enterprise,Outbound,Avery,31500,active,2024-01,31500,0
2025-08,CUST-1169,Strategic,Outbound,Morgan,92200,active,2024-01,92200,0
2025-08,CUST-1170,SMB,Inbound,Riley,2200,active,2024-01,2200,0
2025-08,CUST-1171,Mid-Market,Inbound,Avery,7300,expanded,2024-01,6900,400
2025-08,CUST-1176,Strategic,Event,Jordan,101100,active,2024-01,101100,0
2025-08,CUST-1177,SMB,Inbound,Morgan,3300,active,2024-01,3300,0
2025-08,CUST-1178,Mid-Market,Partner,Jamie,11400,active,2024-01,11400,0
2025-08,CUST-1180,SMB,Inbound,Jordan,3300,active,2024-01,3300,0
2025-08,CUST-1181,Mid-Market,Outbound,Avery,9200,expanded,2024-01,8000,1200
2025-08,CUST-1183,Mid-Market,Partner,Taylor,9800,active,2024-01,9800,0
2025-08,CUST-1184,Mid-Market,Event,Riley,6300,active,2024-01,6300,0
2025-08,CUST-1185,Enterprise,Outbound,Casey,63400,active,2024-01,63400,0
2025-08,CUST-1186,Mid-Market,Outbound,Casey,5800,active,2024-01,5800,0
2025-08,CUST-1187,Enterprise,Inbound,Jamie,34200,active,2024-01,34200,0
2025-08,CUST-1188,SMB,Inbound,Morgan,2400,active,2024-01,2400,0
2025-08,CUST-1189,Mid-Market,Inbound,Riley,10900,active,2024-01,10900,0
2025-08,CUST-1190,Strategic,Outbound,Casey,92400,active,2024-01,92400,0
2025-08,CUST-1191,SMB,Partner,Jamie,2300,active,2024-01,2300,0
2025-08,CUST-1192,SMB,Partner,Avery,2600,active,2024-01,2600,0
2025-08,CUST-1193,Mid-Market,Outbound,Morgan,9400,active,2024-01,9400,0
2025-08,CUST-1194,SMB,Inbound,Jordan,2500,active,2024-01,2500,0
2025-08,CUST-1195,SMB,Inbound,Riley,3100,active,2024-01,3100,0
2025-08,CUST-1196,Mid-Market,Outbound,Taylor,9900,active,2024-01,9900,0
2025-08,CUST-1197,SMB,Outbound,Jordan,2200,active,2024-01,2200,0
2025-08,CUST-1198,Mid-Market,Inbound,Avery,10400,active,2024-01,10400,0
2025-08,CUST-1199,SMB,Inbound,Jordan,2300,active,2024-01,2300,0
2025-08,CUST-1202,SMB,Outbound,Taylor,2700,active,2024-01,2700,0
2025-08,CUST-1203,SMB,Partner,Jordan,2900,active,2024-01,2900,0
2025-08,CUST-1204,Mid-Market,Inbound,Taylor,11500,active,2024-01,11500,0
2025-08,CUST-1207,SMB,Inbound,Riley,1400,active,2024-01,1400,0
2025-08,CUST-1208,SMB,Outbound,Casey,2100,active,2024-01,2100,0
2025-08,CUST-1210,Mid-Market,Inbound,Jamie,11700,active,2024-01,11700,0
2025-08,CUST-1211,SMB,Outbound,Avery,2600,active,2024-01,2600,0
2025-08,CUST-1213,Mid-Market,Inbound,Jamie,10700,active,2024-01,10700,0
2025-08,CUST-1214,Mid-Market,Partner,Jamie,10000,active,2024-01,10000,0
2025-08,CUST-1217,Mid-Market,Inbound,Morgan,12700,active,2024-01,12700,0
2025-08,CUST-1219,Strategic,Outbound,Casey,76200,active,2024-01,76200,0
2025-08,CUST-1220,SMB,Event,Casey,2000,active,2024-01,2000,0
2025-08,CUST-1222,Enterprise,Inbound,Avery,29600,active,2024-01,29600,0
2025-08,CUST-1224,Mid-Market,Outbound,Avery,7700,active,2024-01,7700,0
2025-08,CUST-1225,SMB,Partner,Morgan,3500,active,2024-01,3500,0
2025-08,CUST-1226,SMB,Inbound,Jordan,2000,active,2024-01,2000,0
2025-08,CUST-1227,Enterprise,Inbound,Taylor,23400,active,2024-01,23400,0
2025-08,CUST-1228,SMB,Outbound,Jamie,2700,active,2024-01,2700,0
2025-08,CUST-1229,Mid-Market,Outbound,Jamie,9400,active,2024-01,9400,0
2025-08,CUST-1230,Mid-Market,Outbound,Casey,9100,active,2024-01,9100,0
2025-08,CUST-1231,Strategic,Partner,Avery,77500,active,2024-01,77500,0
2025-08,CUST-1233,SMB,Outbound,Morgan,2200,active,2024-01,2200,0
2025-08,CUST-1234,Strategic,Outbound,Jamie,105400,active,2024-01,105400,0
2025-08,CUST-1235,Mid-Market,Outbound,Taylor,7300,active,2024-02,7300,0
2025-08,CUST-1236,SMB,Inbound,Jordan,1500,active,2024-02,1500,0
2025-08,CUST-1239,SMB,Inbound,Jordan,1600,active,2024-02,1600,0
2025-08,CUST-1241,Enterprise,Inbound,Casey,18800,active,2024-02,18800,0
2025-08,CUST-1242,Mid-Market,Inbound,Riley,6300,active,2024-03,6300,0
2025-08,CUST-1243,SMB,Inbound,Taylor,2500,active,2024-03,2500,0
2025-08,CUST-1244,Enterprise,Outbound,Taylor,22300,active,2024-03,22300,0
2025-08,CUST-1245,Mid-Market,Outbound,Riley,7900,active,2024-03,7900,0
2025-08,CUST-1246,SMB,Outbound,Avery,1700,active,2024-03,1700,0
2025-08,CUST-1247,Mid-Market,Inbound,Riley,4700,active,2024-04,4700,0
2025-08,CUST-1250,Mid-Market,Inbound,Riley,4400,active,2024-04,4400,0
2025-08,CUST-1251,SMB,Outbound,Riley,2300,active,2024-04,2300,0
2025-08,CUST-1252,Mid-Market,Inbound,Taylor,8800,active,2024-04,8800,0
2025-08,CUST-1253,SMB,Partner,Jordan,1200,active,2024-04,1200,0
2025-08,CUST-1254,SMB,Inbound,Casey,1700,active,2024-05,1700,0
2025-08,CUST-1255,SMB,Outbound,Avery,2000,active,2024-05,2000,0
2025-08,CUST-1256,Enterprise,Inbound,Avery,33000,active,2024-05,33000,0
2025-08,CUST-1257,Strategic,Outbound,Avery,83400,active,2024-05,83400,0
2025-08,CUST-1258,Enterprise,Outbound,Riley,24100,active,2024-05,24100,0
2025-08,CUST-1259,Enterprise,Outbound,Morgan,31400,active,2024-05,31400,0
2025-08,CUST-1261,Mid-Market,Outbound,Riley,5700,active,2024-06,5700,0
2025-08,CUST-1262,Mid-Market,Inbound,Morgan,5700,active,2024-06,5700,0
2025-08,CUST-1263,Mid-Market,Outbound,Riley,4400,active,2024-06,4400,0
2025-08,CUST-1264,Mid-Market,Inbound,Morgan,6700,active,2024-06,6700,0
2025-08,CUST-1266,SMB,Partner,Casey,1600,active,2024-07,1600,0
2025-08,CUST-1267,Mid-Market,Inbound,Casey,5000,active,2024-07,5000,0
2025-08,CUST-1268,SMB,Outbound,Taylor,1400,active,2024-07,1400,0
2025-08,CUST-1269,SMB,Outbound,Riley,2000,active,2024-07,2000,0
2025-08,CUST-1270,SMB,Partner,Jamie,2300,active,2024-07,2300,0
2025-08,CUST-1273,Mid-Market,Partner,Morgan,5200,active,2024-08,5200,0
2025-08,CUST-1274,Mid-Market,Partner,Jamie,5000,active,2024-08,5000,0
2025-08,CUST-1276,Enterprise,Outbound,Jordan,22900,active,2024-08,22900,0
2025-08,CUST-1277,SMB,Partner,Casey,2300,active,2024-09,2300,0
2025-08,CUST-1279,SMB,Partner,Morgan,2200,active,2024-09,2200,0
2025-08,CUST-1281,Mid-Market,Outbound,Casey,4600,active,2024-09,4600,0
2025-08,CUST-1282,SMB,Event,Morgan,2100,active,2024-09,2100,0
2025-08,CUST-1283,SMB,Inbound,Jamie,1600,active,2024-09,1600,0
2025-08,CUST-1284,Mid-Market,Inbound,Jordan,5000,active,2024-10,5000,0
2025-08,CUST-1285,Mid-Market,Partner,Riley,8300,active,2024-10,8300,0
2025-08,CUST-1286,SMB,Inbound,Jordan,2200,active,2024-10,2200,0
2025-08,CUST-1287,SMB,Outbound,Casey,1700,active,2024-10,1700,0
2025-08,CUST-1288,SMB,Partner,Jordan,1700,active,2024-10,1700,0
2025-08,CUST-1289,Mid-Market,Inbound,Morgan,7300,active,2024-10,7300,0
2025-08,CUST-1290,Mid-Market,Inbound,Taylor,6200,active,2024-10,6200,0
2025-08,CUST-1292,Mid-Market,Outbound,Avery,10000,active,2024-11,10000,0
2025-08,CUST-1293,SMB,Inbound,Casey,2100,active,2024-11,2100,0
2025-08,CUST-1294,SMB,Partner,Jamie,1400,active,2024-11,1400,0
2025-08,CUST-1295,SMB,Inbound,Avery,2200,active,2024-12,2200,0
2025-08,CUST-1296,Mid-Market,Inbound,Casey,8800,active,2024-12,8800,0
2025-08,CUST-1297,Mid-Market,Inbound,Riley,0,churned,2024-12,5400,-5400
2025-08,CUST-1298,SMB,Outbound,Casey,1600,active,2024-12,1600,0
2025-08,CUST-1299,Enterprise,Inbound,Morgan,17400,active,2024-12,17400,0
2025-08,CUST-1300,Mid-Market,Inbound,Jordan,4400,active,2024-12,4400,0
2025-08,CUST-1303,SMB,Inbound,Morgan,1900,active,2025-01,1900,0
2025-08,CUST-1304,SMB,Outbound,Riley,2100,active,2025-01,2100,0
2025-08,CUST-1305,SMB,Inbound,Casey,1600,active,2025-01,1600,0
2025-08,CUST-1306,Mid-Market,Outbound,Jamie,4700,contracted,2025-01,5400,-700
2025-08,CUST-1307,SMB,Inbound,Casey,2400,active,2025-02,2400,0
2025-08,CUST-1309,SMB,Inbound,Riley,1700,active,2025-02,1700,0
2025-08,CUST-1310,Strategic,Inbound,Jordan,56400,active,2025-02,56400,0
2025-08,CUST-1311,Mid-Market,Outbound,Casey,7700,contracted,2025-02,8900,-1200
2025-08,CUST-1312,SMB,Inbound,Taylor,2200,active,2025-03,2200,0
2025-08,CUST-1313,SMB,Partner,Morgan,2300,active,2025-03,2300,0
2025-08,CUST-1314,Enterprise,Partner,Taylor,30900,active,2025-03,30900,0
2025-08,CUST-1316,SMB,Partner,Jordan,2500,active,2025-03,2500,0
2025-08,CUST-1317,Enterprise,Outbound,Casey,35600,active,2025-03,35600,0
2025-08,CUST-1318,SMB,Outbound,Casey,1800,expanded,2025-04,1600,200
2025-08,CUST-1319,Strategic,Event,Jordan,73300,active,2025-04,73300,0
2025-08,CUST-1320,Enterprise,Event,Jordan,22900,active,2025-04,22900,0
2025-08,CUST-1321,Enterprise,Inbound,Jordan,18800,active,2025-04,18800,0
2025-08,CUST-1322,SMB,Inbound,Avery,2300,active,2025-04,2300,0
2025-08,CUST-1323,Strategic,Outbound,Avery,52800,active,2025-04,52800,0
2025-08,CUST-1325,Enterprise,Inbound,Avery,22700,active,2025-05,22700,0
2025-08,CUST-1326,SMB,Inbound,Taylor,1900,active,2025-05,1900,0
2025-08,CUST-1327,Enterprise,Inbound,Riley,23900,active,2025-05,23900,0
2025-08,CUST-1328,SMB,Outbound,Taylor,2300,active,2025-05,2300,0
2025-08,CUST-1329,SMB,Inbound,Avery,2100,active,2025-06,2100,0
2025-08,CUST-1330,Enterprise,Inbound,Jamie,24300,active,2025-06,24300,0
2025-08,CUST-1331,Enterprise,Inbound,Morgan,19800,active,2025-06,19800,0
2025-08,CUST-1332,SMB,Inbound,Riley,2400,active,2025-06,2400,0
2025-08,CUST-1333,SMB,Outbound,Avery,0,churned,2025-06,1500,-1500
2025-08,CUST-1335,SMB,Inbound,Casey,1400,active,2025-06,1400,0
2025-08,CUST-1336,SMB,Inbound,Avery,2100,active,2025-07,2100,0
2025-08,CUST-1337,SMB,Partner,Casey,1600,active,2025-07,1600,0
2025-08,CUST-1338,Mid-Market,Event,Morgan,8600,active,2025-07,8600,0
2025-08,CUST-1339,SMB,Partner,Jamie,1700,active,2025-07,1700,0
2025-08,CUST-1340,SMB,Inbound,Avery,2000,active,2025-07,2000,0
2025-08,CUST-1341,Enterprise,Outbound,Avery,35800,active,2025-07,35800,0
2025-08,CUST-1342,Enterprise,Outbound,Riley,23900,new,2025-08,0,23900
2025-08,CUST-1343,SMB,Outbound,Morgan,1800,new,2025-08,0,1800
2025-08,CUST-1344,Strategic,Inbound,Casey,68100,new,2025-08,0,68100
2025-08,CUST-1345,Mid-Market,Inbound,Taylor,4700,new,2025-08,0,4700
2025-08,CUST-1346,SMB,Outbound,Avery,1800,new,2025-08,0,1800
2025-08,CUST-1347,SMB,Outbound,Jordan,2300,new,2025-08,0,2300
2025-08,CUST-1348,Strategic,Outbound,Taylor,68600,new,2025-08,0,68600
2025-08,CUST-1349,SMB,Inbound,Casey,1400,new,2025-08,0,1400
2025-09,CUST-1000,SMB,Inbound,Riley,1900,active,2024-01,1900,0
2025-09,CUST-1001,SMB,Outbound,Jamie,2700,active,2024-01,2700,0
2025-09,CUST-1002,SMB,Outbound,Taylor,2400,active,2024-01,2400,0
2025-09,CUST-1003,Mid-Market,Inbound,Casey,8300,active,2024-01,8300,0
2025-09,CUST-1004,SMB,Outbound,Riley,2600,expanded,2024-01,2300,300
2025-09,CUST-1005,Mid-Market,Outbound,Riley,8500,active,2024-01,8500,0
2025-09,CUST-1006,SMB,Event,Avery,3100,active,2024-01,3100,0
2025-09,CUST-1007,SMB,Partner,Casey,2300,active,2024-01,2300,0
2025-09,CUST-1008,SMB,Outbound,Morgan,1800,active,2024-01,1800,0
2025-09,CUST-1009,SMB,Partner,Jordan,3300,active,2024-01,3300,0
2025-09,CUST-1010,Mid-Market,Partner,Jamie,7000,active,2024-01,7000,0
2025-09,CUST-1011,Mid-Market,Outbound,Taylor,12900,active,2024-01,12900,0
2025-09,CUST-1012,SMB,Partner,Casey,2700,active,2024-01,2700,0
2025-09,CUST-1015,Enterprise,Inbound,Jordan,37500,expanded,2024-01,32700,4800
2025-09,CUST-1016,Mid-Market,Inbound,Riley,8800,active,2024-01,8800,0
2025-09,CUST-1017,Mid-Market,Inbound,Casey,8600,active,2024-01,8600,0
2025-09,CUST-1018,SMB,Event,Taylor,2500,active,2024-01,2500,0
2025-09,CUST-1019,Enterprise,Partner,Avery,46200,active,2024-01,46200,0
2025-09,CUST-1020,SMB,Inbound,Morgan,2600,active,2024-01,2600,0
2025-09,CUST-1021,SMB,Outbound,Jamie,2900,active,2024-01,2900,0
2025-09,CUST-1022,SMB,Outbound,Jordan,2500,active,2024-01,2500,0
2025-09,CUST-1025,SMB,Outbound,Morgan,2200,active,2024-01,2200,0
2025-09,CUST-1028,SMB,Inbound,Casey,1900,contracted,2024-01,2200,-300
2025-09,CUST-1029,Strategic,Inbound,Avery,67900,active,2024-01,67900,0
2025-09,CUST-1030,Mid-Market,Inbound,Riley,8800,active,2024-01,8800,0
2025-09,CUST-1031,SMB,Inbound,Morgan,2400,active,2024-01,2400,0
2025-09,CUST-1032,SMB,Inbound,Casey,1700,active,2024-01,1700,0
2025-09,CUST-1033,Enterprise,Outbound,Casey,34200,active,2024-01,34200,0
2025-09,CUST-1037,SMB,Event,Jamie,2700,active,2024-01,2700,0
2025-09,CUST-1038,SMB,Inbound,Casey,2400,active,2024-01,2400,0
2025-09,CUST-1039,SMB,Inbound,Jordan,2400,active,2024-01,2400,0
2025-09,CUST-1040,SMB,Inbound,Morgan,2900,active,2024-01,2900,0
2025-09,CUST-1042,SMB,Outbound,Avery,3300,active,2024-01,3300,0
2025-09,CUST-1043,Mid-Market,Inbound,Jordan,6800,active,2024-01,6800,0
2025-09,CUST-1045,Strategic,Partner,Jordan,127400,active,2024-01,127400,0
2025-09,CUST-1046,Strategic,Inbound,Casey,103800,active,2024-01,103800,0
2025-09,CUST-1047,Mid-Market,Partner,Jordan,8000,active,2024-01,8000,0
2025-09,CUST-1048,SMB,Inbound,Casey,2400,active,2024-01,2400,0
2025-09,CUST-1049,Mid-Market,Inbound,Jamie,8200,active,2024-01,8200,0
2025-09,CUST-1050,Mid-Market,Outbound,Jamie,10100,active,2024-01,10100,0
2025-09,CUST-1053,Enterprise,Inbound,Jordan,31000,active,2024-01,31000,0
2025-09,CUST-1055,Mid-Market,Inbound,Avery,6800,active,2024-01,6800,0
2025-09,CUST-1058,Mid-Market,Outbound,Jordan,8800,active,2024-01,8800,0
2025-09,CUST-1059,Mid-Market,Inbound,Casey,7100,active,2024-01,7100,0
2025-09,CUST-1060,SMB,Outbound,Morgan,2300,active,2024-01,2300,0
2025-09,CUST-1061,SMB,Inbound,Casey,1800,active,2024-01,1800,0
2025-09,CUST-1062,Mid-Market,Event,Riley,12600,active,2024-01,12600,0
2025-09,CUST-1063,SMB,Outbound,Jamie,2400,active,2024-01,2400,0
2025-09,CUST-1065,Mid-Market,Partner,Riley,11700,active,2024-01,11700,0
2025-09,CUST-1066,Mid-Market,Inbound,Jordan,10900,contracted,2024-01,12700,-1800
2025-09,CUST-1068,SMB,Partner,Taylor,2800,active,2024-01,2800,0
2025-09,CUST-1069,SMB,Inbound,Avery,2700,active,2024-01,2700,0
2025-09,CUST-1070,SMB,Partner,Jordan,2600,active,2024-01,2600,0
2025-09,CUST-1071,SMB,Inbound,Avery,1900,active,2024-01,1900,0
2025-09,CUST-1072,Mid-Market,Outbound,Jordan,13000,active,2024-01,13000,0
2025-09,CUST-1074,Mid-Market,Partner,Riley,6500,active,2024-01,6500,0
2025-09,CUST-1075,SMB,Partner,Avery,1700,active,2024-01,1700,0
2025-09,CUST-1078,SMB,Inbound,Casey,2400,active,2024-01,2400,0
2025-09,CUST-1079,Mid-Market,Event,Riley,8800,active,2024-01,8800,0
2025-09,CUST-1080,SMB,Partner,Casey,2900,active,2024-01,2900,0
2025-09,CUST-1081,SMB,Event,Riley,2900,active,2024-01,2900,0
2025-09,CUST-1082,Mid-Market,Inbound,Taylor,8400,active,2024-01,8400,0
2025-09,CUST-1083,Enterprise,Outbound,Jamie,30000,active,2024-01,30000,0
2025-09,CUST-1084,Mid-Market,Outbound,Riley,8500,active,2024-01,8500,0
2025-09,CUST-1085,Mid-Market,Inbound,Avery,10100,active,2024-01,10100,0
2025-09,CUST-1086,Strategic,Inbound,Casey,93100,active,2024-01,93100,0
2025-09,CUST-1087,Mid-Market,Event,Casey,9500,active,2024-01,9500,0
2025-09,CUST-1088,SMB,Inbound,Riley,2600,active,2024-01,2600,0
2025-09,CUST-1089,SMB,Event,Avery,1900,active,2024-01,1900,0
2025-09,CUST-1090,Mid-Market,Inbound,Jordan,13900,active,2024-01,13900,0
2025-09,CUST-1091,Enterprise,Outbound,Avery,26700,active,2024-01,26700,0
2025-09,CUST-1092,Mid-Market,Inbound,Casey,9900,active,2024-01,9900,0
2025-09,CUST-1093,SMB,Outbound,Jordan,2000,active,2024-01,2000,0
2025-09,CUST-1094,SMB,Partner,Taylor,1900,active,2024-01,1900,0
2025-09,CUST-1095,Mid-Market,Outbound,Jamie,6900,active,2024-01,6900,0
2025-09,CUST-1096,SMB,Inbound,Avery,3000,active,2024-01,3000,0
2025-09,CUST-1097,SMB,Inbound,Jamie,3200,active,2024-01,3200,0
2025-09,CUST-1098,Mid-Market,Inbound,Morgan,11200,active,2024-01,11200,0
2025-09,CUST-1099,Mid-Market,Outbound,Avery,6800,active,2024-01,6800,0
2025-09,CUST-1101,Mid-Market,Inbound,Taylor,12000,active,2024-01,12000,0
2025-09,CUST-1102,SMB,Inbound,Taylor,2900,active,2024-01,2900,0
2025-09,CUST-1103,SMB,Outbound,Taylor,2200,active,2024-01,2200,0
2025-09,CUST-1104,Mid-Market,Outbound,Casey,8800,active,2024-01,8800,0
2025-09,CUST-1105,SMB,Outbound,Riley,1800,active,2024-01,1800,0
2025-09,CUST-1106,Mid-Market,Inbound,Casey,11000,active,2024-01,11000,0
2025-09,CUST-1108,SMB,Inbound,Jamie,1900,active,2024-01,1900,0
2025-09,CUST-1109,Mid-Market,Outbound,Jordan,9800,active,2024-01,9800,0
2025-09,CUST-1110,SMB,Outbound,Taylor,3000,active,2024-01,3000,0
2025-09,CUST-1111,SMB,Inbound,Taylor,3500,active,2024-01,3500,0
2025-09,CUST-1112,Mid-Market,Partner,Taylor,8400,expanded,2024-01,7300,1100
2025-09,CUST-1113,SMB,Outbound,Riley,3100,active,2024-01,3100,0
2025-09,CUST-1114,Strategic,Event,Taylor,90300,active,2024-01,90300,0
2025-09,CUST-1115,Enterprise,Inbound,Casey,28900,active,2024-01,28900,0
2025-09,CUST-1117,SMB,Inbound,Avery,3300,active,2024-01,3300,0
2025-09,CUST-1118,Mid-Market,Inbound,Taylor,8700,active,2024-01,8700,0
2025-09,CUST-1120,SMB,Inbound,Avery,3500,active,2024-01,3500,0
2025-09,CUST-1121,Mid-Market,Inbound,Avery,9000,active,2024-01,9000,0
2025-09,CUST-1122,Enterprise,Partner,Casey,32200,active,2024-01,32200,0
2025-09,CUST-1123,SMB,Partner,Taylor,2500,active,2024-01,2500,0
2025-09,CUST-1124,Enterprise,Inbound,Taylor,30800,active,2024-01,30800,0
2025-09,CUST-1128,Mid-Market,Inbound,Morgan,10600,active,2024-01,10600,0
2025-09,CUST-1129,Enterprise,Partner,Jordan,42200,active,2024-01,42200,0
2025-09,CUST-1130,Mid-Market,Inbound,Jordan,5300,active,2024-01,5300,0
2025-09,CUST-1131,Enterprise,Outbound,Jamie,27900,active,2024-01,27900,0
2025-09,CUST-1132,Mid-Market,Event,Taylor,12000,active,2024-01,12000,0
2025-09,CUST-1133,SMB,Inbound,Riley,3400,active,2024-01,3400,0
2025-09,CUST-1134,SMB,Outbound,Morgan,3400,active,2024-01,3400,0
2025-09,CUST-1135,Mid-Market,Inbound,Casey,6900,active,2024-01,6900,0
2025-09,CUST-1136,Strategic,Outbound,Riley,121100,active,2024-01,121100,0
2025-09,CUST-1137,SMB,Inbound,Jamie,3300,active,2024-01,3300,0
2025-09,CUST-1138,Enterprise,Inbound,Jordan,43400,active,2024-01,43400,0
2025-09,CUST-1139,Mid-Market,Event,Jordan,11100,active,2024-01,11100,0
2025-09,CUST-1140,Enterprise,Inbound,Avery,27200,active,2024-01,27200,0
2025-09,CUST-1141,Mid-Market,Inbound,Riley,6900,contracted,2024-01,8100,-1200
2025-09,CUST-1142,SMB,Partner,Avery,2300,active,2024-01,2300,0
2025-09,CUST-1143,SMB,Inbound,Jordan,2500,active,2024-01,2500,0
2025-09,CUST-1144,SMB,Partner,Jordan,2300,active,2024-01,2300,0
2025-09,CUST-1145,Mid-Market,Event,Jamie,12100,active,2024-01,12100,0
2025-09,CUST-1146,Enterprise,Partner,Morgan,34800,active,2024-01,34800,0
2025-09,CUST-1148,Mid-Market,Inbound,Casey,7800,active,2024-01,7800,0
2025-09,CUST-1149,SMB,Partner,Avery,2900,active,2024-01,2900,0
2025-09,CUST-1150,Mid-Market,Outbound,Jordan,10100,active,2024-01,10100,0
2025-09,CUST-1151,Mid-Market,Outbound,Taylor,7800,active,2024-01,7800,0
2025-09,CUST-1152,SMB,Inbound,Jordan,2100,active,2024-01,2100,0
2025-09,CUST-1154,SMB,Outbound,Jamie,3000,active,2024-01,3000,0
2025-09,CUST-1155,Mid-Market,Partner,Jordan,8800,active,2024-01,8800,0
2025-09,CUST-1156,SMB,Partner,Casey,3400,active,2024-01,3400,0
2025-09,CUST-1157,SMB,Event,Taylor,2400,active,2024-01,2400,0
2025-09,CUST-1158,Enterprise,Outbound,Jordan,56100,active,2024-01,56100,0
2025-09,CUST-1159,Mid-Market,Outbound,Taylor,9900,active,2024-01,9900,0
2025-09,CUST-1160,SMB,Inbound,Jordan,1800,active,2024-01,1800,0
2025-09,CUST-1162,Strategic,Outbound,Riley,96300,active,2024-01,96300,0
2025-09,CUST-1163,SMB,Outbound,Taylor,1900,active,2024-01,1900,0
2025-09,CUST-1164,SMB,Outbound,Avery,2000,active,2024-01,2000,0
2025-09,CUST-1166,Mid-Market,Inbound,Casey,10800,active,2024-01,10800,0
2025-09,CUST-1168,Enterprise,Outbound,Avery,31500,active,2024-01,31500,0
2025-09,CUST-1169,Strategic,Outbound,Morgan,92200,active,2024-01,92200,0
2025-09,CUST-1170,SMB,Inbound,Riley,2200,active,2024-01,2200,0
2025-09,CUST-1171,Mid-Market,Inbound,Avery,7300,active,2024-01,7300,0
2025-09,CUST-1176,Strategic,Event,Jordan,101100,active,2024-01,101100,0
2025-09,CUST-1177,SMB,Inbound,Morgan,3300,active,2024-01,3300,0
2025-09,CUST-1178,Mid-Market,Partner,Jamie,11400,active,2024-01,11400,0
2025-09,CUST-1180,SMB,Inbound,Jordan,3300,active,2024-01,3300,0
2025-09,CUST-1181,Mid-Market,Outbound,Avery,9200,active,2024-01,9200,0
2025-09,CUST-1183,Mid-Market,Partner,Taylor,9800,active,2024-01,9800,0
2025-09,CUST-1184,Mid-Market,Event,Riley,6300,active,2024-01,6300,0
2025-09,CUST-1185,Enterprise,Outbound,Casey,63400,active,2024-01,63400,0
2025-09,CUST-1186,Mid-Market,Outbound,Casey,5800,active,2024-01,5800,0
2025-09,CUST-1187,Enterprise,Inbound,Jamie,34200,active,2024-01,34200,0
2025-09,CUST-1188,SMB,Inbound,Morgan,2200,contracted,2024-01,2400,-200
2025-09,CUST-1189,Mid-Market,Inbound,Riley,10900,active,2024-01,10900,0
2025-09,CUST-1190,Strategic,Outbound,Casey,92400,active,2024-01,92400,0
2025-09,CUST-1191,SMB,Partner,Jamie,2300,active,2024-01,2300,0
